doc_id,sentence,p_positive,p_negative,sentence_polarity
7,"$50 MILLION QUESTION

To the Editor:
 Your Aug. 5 news article ''U.S.",0.02806263044476509,0.1299504041671753,-0.6448061324307113
7,"Weighs Risk That Atom War Could Bring Fatal Nuclear Winter'' made me wonder who would spend $50 million to discover if a nuclear war would exterminate some, most or all life in a cloud of dust that blots out the sun.",0.01186162419617176,0.688292384147644,-0.9661170997943354
7,"It is clear that Government or military officials who would be concerned with the results of such studies differentiate between limited and unlimited nuclear exchanges, between death by incineration and death by refrigeration.",0.02433806285262108,0.33018144965171814,-0.8626983170481792
7,"They are people whose fine-tuned minds may find a war that destroys millions of lives acceptable, but one that destroys billions too costly.",0.009620662778615952,0.8391291499137878,-0.977329802881285
7,"They are people whose fine-tuned minds may find a war that destroys millions of lives acceptable, but one that destroys billions too costly.",0.009620662778615952,0.8391291499137878,-0.977329802881285
7,"They may be hoping their studies will lead them to the unexpected discovery that a nuclear war will be followed by a nuclear spring, in which the surviving life will flourish.",0.1658833771944046,0.12478350847959518,0.14139852436016387
7,"If the fate of humanity is in the hands of people who weigh facts and people with the same cold computer precision, then it's time for all of us to button up our overcoats.",0.011439002119004726,0.8190834522247314,-0.972453478988645
8217,"Relying on Computer, U.S. Seeks To Prove Iran's Nuclear Aims

In mid-July, senior American intelligence officials called the leaders of the international atomic inspection agency to the top of a skyscraper overlooking the Danube in Vienna and unveiled the contents of what they said was a stolen Iranian laptop computer.",0.03447723016142845,0.06863655894994736,-0.33127798990386503
8217,"The Americans flashed on a screen and spread over a conference table selections from more than a thousand pages of Iranian computer simulations and accounts of experiments, saying they showed a long effort to design a nuclear warhead, according to a half-dozen European and American participants in the meeting.",0.021552449092268944,0.21322092413902283,-0.8163978410665479
8217,"The documents, the Americans acknowledged from the start, do not prove that Iran has an atomic bomb.",0.016541415825486183,0.5813021659851074,-0.9446630646234851
8217,"They presented them as the strongest evidence yet that, despite Iran's insistence that its nuclear program is peaceful, the country is trying to develop a compact warhead to fit atop its Shahab missile, which can reach Israel and other countries in the Middle East.",0.05488975718617439,0.19344021379947662,-0.5579288559605639
8217,"The briefing for officials of the United Nations' International Atomic Energy Agency, including its director Mohamed ElBaradei, was a secret part of an American campaign to increase international pressure on Iran.",0.021874932572245598,0.1559537798166275,-0.7539774957737216
8217,"But while the intelligence has sold well among countries like Britain, France and Germany, which reviewed the documents as long as a year ago, it has been a tougher sell with countries outside the inner circle.",0.08885235339403152,0.1374378353357315,-0.21470432374558812
8217,"But while the intelligence has sold well among countries like Britain, France and Germany, which reviewed the documents as long as a year ago, it has been a tougher sell with countries outside the inner circle.",0.08885235339403152,0.1374378353357315,-0.21470432374558812
8217,"The computer contained studies for crucial features of a nuclear warhead, said European and American officials who had examined the material, including a telltale sphere of detonators to trigger an atomic explosion.",0.030728237703442574,0.14690209925174713,-0.6540203860388858
8217,"The documents specified a blast roughly 2,000 feet above a target -- considered a prime altitude for a nuclear detonation.",0.024944650009274483,0.16589781641960144,-0.738583864729706
8217,"Nonetheless, doubts about the intelligence persist among some foreign analysts.",0.010903120040893555,0.48862165212631226,-0.9563460286701372
8217,"Moreover, this chapter in the confrontation with Iran is infused with the memory of the faulty intelligence on Iraq's unconventional arms.",0.00859030894935131,0.6871382594108582,-0.9753055736374725
8217,"In this atmosphere, though few countries are willing to believe Iran's denials about nuclear arms, few are willing to accept the United States' weapons intelligence without question.",0.018040833994746208,0.4603048264980316,-0.9245698853978382
8217,"''I can fabricate that data,'' a senior European diplomat said of the documents.",0.023300979286432266,0.22522255778312683,-0.812484728315155
8217,"Robert G. Joseph, the under secretary of state for arms control and international security, who led the July briefing, declined to discuss any classified material from the session but acknowledged the existence of the warhead intelligence.",0.0224985983222723,0.06573038548231125,-0.4899952974104529
8217,He called it one of many indicators ''that together lead to the conclusion Iran is pursuing a nuclear weapons capability.'',0.021597063168883324,0.29026782512664795,-0.8614973087393658
8217,"Even if the documents accurately reflect Iran's advances in designing a nuclear warhead, Western arms experts say that Iran is still far away from producing the radioactive bomb fuel that would form the warhead's heart.",0.019112126901745796,0.44377240538597107,-0.9174216221581373
8217,American intelligence agencies recently estimated that Iran would have a working nuclear weapon no sooner than the early years of the next decade.,0.06317038089036942,0.04921092838048935,0.12421507277612427
8217,"Still, nuclear analysts at the international atomic agency studied the laptop documents and found them to be credible evidence of Iranian strides, European diplomats said.",0.15184801816940308,0.015044605359435081,0.8197091633921698
8217,A dozen officials and nuclear weapons experts in Europe and the United States with detailed knowledge of the intelligence said in interviews that they believed it reflected a concerted effort to develop a warhead.,0.018836701288819313,0.3093142807483673,-0.8851949113647493
8217,"''They've worked problems that you don't do unless you're very serious,'' said a European arms official.",0.03144684061408043,0.49953609704971313,-0.8815523498631415
8217,"And even while President Bush is defending his pronouncements before the war about Iraq's unconventional weapons, he has never publicly referred to the Iran documents.",0.015954691916704178,0.480800062417984,-0.9357643111497124
8217,"R. Nicholas Burns, the under secretary of state for political affairs, who has coordinated the Iran issue with the Europeans, also declined to discuss the intelligence, but insisted that the Bush administration's approach was one of ''careful, quiet diplomacy designed to increase international pressure on Iran to do one thing: abandon its nuclear weapons designs and return to negotiations with European countries.''",0.020060095936059952,0.19959276914596558,-0.8173472863285663
8217,"Until now, there has been only one official reference to them: a year ago in a conversation with reporters, Colin L. Powell, then secretary of state, briefly referred to new, missile-related intelligence on Iran.",0.02311244234442711,0.10186105966567993,-0.6301225144051258
8217,"In turn, several American officials confirmed the intelligence.",0.15982133150100708,0.016655180603265762,0.8112476226430573
8217,"All who spoke did so on the condition of anonymity, saying they had pledged to keep the intelligence secret, though it is being discussed by an array of senior government officials and International Atomic Energy Agency board members.",0.036965079605579376,0.05526011437177658,-0.1983735026948364
8217,"Officials said scientists at the American weapons labs, as well as foreign analysts, had examined the documents for signs of fraud.",0.0156953576952219,0.35380181670188904,-0.9150447755315656
8217,But one nongovernment expert cautioned that the intelligence could simply represent the work of a faction in Iran.,0.017852600663900375,0.2645954191684723,-0.87358664666913
8217,"''What we don't know is whether this is the uncoordinated effort of a particularly ambitious sector of the rocket program or is it, as some allege, a step-by-step effort to field a nuclear weapon within this decade,'' said Joseph Cirincione of the Carnegie Endowment for International Peace, who said he had not seen the secret documents.",0.017941592261195183,0.275409460067749,-0.8776783507732877
8217,The Iranians themselves deny any knowledge of the warhead plans.,0.008508955128490925,0.6423616409301758,-0.973853619504388
8217,The Iranians themselves deny any knowledge of the warhead plans.,0.008508955128490925,0.6423616409301758,-0.973853619504388
8217,"''We are sure that there are no such documents in Iran,'' Ali A. Larijani, secretary of the Supreme National Security Council and the country's chief nuclear negotiator, said in an interview in Tehran.",0.03616161644458771,0.0612107589840889,-0.2572510163068986
8217,''I have no idea what they have or what they claim to have.,0.01647302135825157,0.6855969429016113,-0.953072992159423
8217,We just hear the claims.'',0.034378379583358765,0.31928491592407227,-0.8055869522199869
8217,"As a measure of the skepticism the Bush administration faces, officials said the American ambassador to the international atomic agency, Gregory L. Schulte, was urging other countries to consult with his French counterpart.",0.017714431509375572,0.26304134726524353,-0.8738089624574887
8217,"''On Iraq we disagreed, and on Iran we completely agree,'' a senior State Department official said.",0.03324853256344795,0.2034015953540802,-0.7190068490020468
8217,''That gets attention.'',0.15536543726921082,0.15383735299110413,0.004942013223151278
8217,"Inspectors and Secret Sites
  For years, American intelligence agencies argued that Iran was hiding a range of nuclear facilities.",0.022364165633916855,0.27496328949928284,-0.8495654185428473
8217,"Then, in February 2003, inspectors from the International Atomic Energy Agency went to Iran and confirmed reports of two secret sites under construction that could make concentrated uranium and plutonium, standard fuels for nuclear arms.",0.02710634656250477,0.10444819927215576,-0.5879071089361467
8217,"At Natanz, in central Iran, they found preparations for more than 50,000 whirling centrifuges meant to purify uranium.",0.016013478860259056,0.35495537519454956,-0.9136667206118065
8217,"At Arak, to the west, they found construction of a heavy-water plant and reactor meant to make plutonium.",0.0204003918915987,0.0778011679649353,-0.5845200031100405
8217,"Iran insisted the sites were for conducting peaceful research and making fuel for nuclear power, and were kept secret to evade American-led penalties on sales of atomic technology to Iran.",0.021102039143443108,0.3146693706512451,-0.8743071117533004
8217,"Over time, a string of revelations challenged that explanation, even as inspectors eventually uncovered at least seven secret nuclear sites.",0.030010079964995384,0.1965155154466629,-0.735040272947289
8217,"In August 2003, agency inspectors discovered traces of uranium concentrated to the high levels necessary for a bomb, rather than the low levels for a power-producing reactor.",0.01955333724617958,0.20613671839237213,-0.82672398044947
8217,"In August 2003, agency inspectors discovered traces of uranium concentrated to the high levels necessary for a bomb, rather than the low levels for a power-producing reactor.",0.01955333724617958,0.20613671839237213,-0.82672398044947
8217,"Some of the uranium was shown to have arrived in Iran on nuclear equipment purchased from Pakistan, but a European diplomat disclosed that the origin of the rest was still a mystery.",0.014554752968251705,0.10230709612369537,-0.7509066802943455
8217,"Then there were questions about what Iran had obtained from the atomic black market run by Abdul Qadeer Khan, the Pakistani rogue nuclear engineer.",0.011588741093873978,0.3786466419696808,-0.9406064052758799
8217,"Iran has acknowledged buying from Dr. Khan, but the extent of those dealings is still under investigation.",0.015706660225987434,0.14461521804332733,-0.8040609254838591
8217,"By late 2003, many government and nongovernment experts agreed that Iran was rapidly progressing.",0.10993783175945282,0.028865322470664978,0.5840826149656221
8217,"''Most people,'' said Gary Milhollin, director of the Wisconsin Project on Nuclear Arms Control in Washington, ''believed that they had mastered the essential capabilities and had the potential to develop what they needed to make a bomb.''",0.2481311559677124,0.022967908531427383,0.8305570801265858
8217,Diplomacy aimed at defusing Iran moved haltingly.,0.017686408013105392,0.4300030767917633,-0.9209880570624761
8217,Diplomacy aimed at defusing Iran moved haltingly.,0.017686408013105392,0.4300030767917633,-0.9209880570624761
8217,"Tehran agreed to suspend the enrichment of uranium as it negotiated with the West over the fate of its atom program, but months later began making uranium hexafluoride, the raw material for enrichment.",0.020919745787978172,0.13197669386863708,-0.7263540493771565
8217,"If Iran hid parts of its atomic program, it boldly displayed its missiles.",0.02494555525481701,0.3655605912208557,-0.8722398841586113
