doc_id,sentence,p_positive,p_negative,sentence_polarity
8915,"Scientists Meet Analytical Challenge of an Ephemeral Element

FOR 23 years scientists have known of a bizarre, man-made element that can be created only one atom at a time, each surviving for only a few seconds.",0.9932395219802856,0.0067604719661176205,0.9864790559849279
8915,"Chemical analysis of this new element, recently named seaborgium, seemed out of the question.",0.0007568416185677052,0.9992431402206421,-0.9984863167343765
628,"ABROAD AT HOME; LACKING THE EVIDENCE

Prime Minister Begin explained the attack on Iraq's nuclear reactor at a press conference June 9, two days after the raid.",0.0010808489751070738,0.9989191293716431,-0.9978383020019802
628,"Israel had to act, he said, because Saddam Hussein, the Iraqi President, ''wanted to destroy our existence, in fact our people and our country.''",0.9929367899894714,0.007063243538141251,0.9858735133963589
1279,"As It Returns to Negotiations, North Korea Lashes Out at Japan

North Korea called Japanese officials ''political imbeciles'' on Saturday for saying they would not accept the North as a nuclear power, less than a week after it agreed to return to international arms talks on its atomic program.",0.00132751336786896,0.9986724853515625,-0.9973449732598648
1279,"In typically harsh words, North Korea also condemned the United States as ''fanatic warmongers who destroy peace and security on the Korean Peninsula.''",0.0023389526177197695,0.9976609945297241,-0.9953220945163259
5129,"Iraq Balks at Naming Its Nuclear Suppliers

Iraq is still refusing to name the suppliers of materials and equipment used in the country's clandestine nuclear weapons program despite pledges to do so, the International Atomic Energy Agency said on Friday.",0.0010305845644325018,0.9989694356918335,-0.9979388309118885
5129,"As a result, there is no guarantee that all the nuclear supplies have been declared to inspectors or that Iraq will not try to buy from the same suppliers again, said Dimitri Perricos, who this month headed the agency's 12th inspection trip to Iraq.",0.0023031062446534634,0.9976969361305237,-0.9953937877048866
5129,"""There is a political decision not to divulge information of this nature,"" Hans Blix, the agency's director general, said at a news conference.",0.0027387854643166065,0.9972611665725708,-0.994522428807651
8568,SCIENCE WATCH; Evidence for Neutrino Mass?,0.012203251011669636,0.9877967238426208,-0.9755934973619663
8568,"Since May, physicists have been astir over a hypothesis that neutrinos, thought to be the most prevalent sub-atomic particles in the universe, have mass.",0.9963696002960205,0.00363041996024549,0.9927391602255937
8568,"Numerous experiments have been designed to affirm or deny that assertion, made by Dr. Frederick Reines of the University of California at Irvine and others.",0.9822346568107605,0.017765313386917114,0.9644693721663061
1742,"Bhutto Says She Favors Pact With India to Bar Atom Arms

Prime Minister Benazir Bhutto of Pakistan today denied that her country was building a nuclear bomb and said she would like to work for nuclear nonproliferation with India.",0.9944159984588623,0.005583984777331352,0.9888320302571308
1742,"Interviewed on British television, Ms. Bhutto said, ''We would like to make our region free from the threat of nuclear proliferation and that is why we would like to work with India as our neighbor to prevent any pressures in the future.''",0.9979277849197388,0.0020722609478980303,0.9958554782933075
1742,"She added, ''Pakistan has not, nor do we have any intention of putting together or making, a bomb, or taking it to the point where you can put it together.''",0.0017810744466260076,0.9982189536094666,-0.9964378512056914
9121,"South Africa Signs a Treaty Allowing Nuclear Inspection

South Africa signed the Nuclear Non-Proliferation Treaty today, permitting inspection of all its atomic installations.",0.9976215958595276,0.002378355711698532,0.995243288345246
9121,"Foreign Minister Roelof F. Botha signed his country's accession to the treaty at a ceremony here attended by the visiting British Foreign Secretary, Douglas Hurd.",0.9977511763572693,0.002248817589133978,0.9955023647935097
9080,"Slowdown in Program to Clean Up Nuclear Waste in Washington State Is Drawing Criticism

The Energy Department is drawing increasing criticism for its plan to slow down its cleanup of radioactive waste in tanks at the Hanford nuclear reservation in Washington State.",0.0011243557091802359,0.9988756775856018,-0.997751288655512
9080,"The energy secretary, Samuel W. Bodman, told the Senate Energy Committee on Thursday that there are issues ''where we do have differences of opinion'' on how thoroughly the underground tanks should be emptied.",0.9934821724891663,0.006517760455608368,0.9869644782136965
6902,"North Balks, Threatening Korean Pact

The Clinton Administration's agreement to have North Korea freeze its nuclear program could fall apart over the North's continued refusal to let South Korea supply it with two new light-water reactors, American officials said today.",0.0011164970928803086,0.9988835453987122,-0.997767005908125
6902,"The officials said they were disappointed that North Korean officials, in talks held last week in Berlin, had continued to insist that another country provide the light-water reactors that the agreement promises to the North in exchange for freezing its weapons-oriented nuclear program.",0.001157861901447177,0.998842179775238,-0.9976842762926196
6902,"Under an agreement signed in October, the two countries said they would try to work out details about the light-water reactor project by April 21.",0.9949679970741272,0.005031965207308531,0.989936069204796
7840,"Political Tensions Rise in Iran as Hard-Liners Chafe at Deal

Tensions between the Iranian president, Hassan Rouhani, and more conservative authorities over the country's nuclear agreement and its future are turning increasingly bitter, punctuated by public exchanges and growing signs of an anti-American backlash, including arrests.",0.002514985390007496,0.9974850416183472,-0.9949700293548411
7840,"Mr. Rouhani is insisting that the nuclear deal signed in July not only will create the basis for an end to Iran's prolonged economic isolation, but could be the start of new relations with the United States under certain conditions.",0.9972208738327026,0.00277913361787796,0.9944417328046619
7840,Yet even his cautious statement of optimism has provoked a stormy reaction.,0.002949101384729147,0.9970508813858032,-0.9941017971279247
9464,"THE NATION; ADVISE YIELDS TO CONSENT IN NUCLEAR FUEL VOTE

It was a squeaky victory, and therefore especially gratifying to senior Carter Administration officials who had lobbied the Senate mercilessly for days.",0.997818112373352,0.002181893913075328,0.9956362122002863
9464,"By a margin of two votes, the Senate approved last week the sale of 38 tons of enriched uranium to India, shipments authorized by President Carter last June.",0.9941137433052063,0.005886323284357786,0.9882273542142315
8778,"STATE PANEL'S STUDY OF SHOREHAM ATOM PLANT ENDS IN WIDE DISAGREEMENT

Exerpts from report, page B8.",0.0005323460209183395,0.999467670917511,-0.9989353079751985
8778,"Members of Governor Cuomo's commission on the Shoreham nuclear power plant agree that it was a mistake to build the reactor, but after six months of hearings and deliberations, there appears to be agreement on very little else.",0.0005979183479212224,0.9994020462036133,-0.9988041632607682
8778,"The commission's 13 members now disagree even on what their chairman, Dr. John H. Marburger 3d, says they agreed to when they drafted their report to Mr. Cuomo - such things as whether the Long Island Lighting Company, the owner of the reactor, is prepared to run it and whether it would pay to open the plant.",0.0012512364191934466,0.998748779296875,-0.9974975271999446
